4.694352088996283419e+04 -5.885091013778168190e+01 1.632022192986075718e-02
4.694452088996283419e+04 -5.885115961834631548e+01 1.641642470678232948e-02
4.694552088996283419e+04 -5.885142799305514671e+01 1.650665443270972130e-02
4.694652088996283419e+04 -5.885171474874339026e+01 1.659090754694692374e-02
4.694752088996283419e+04 -5.885201937063737176e+01 1.666918466037402291e-02
4.694852088996283419e+04 -5.885234134258959671e+01 1.674149036772388729e-02
4.694952088996283419e+04 -5.885268014731422426e+01 1.680783307511110949e-02
4.695052088996283419e+04 -5.885303526662269036e+01 1.686822484126053109e-02
4.695152088996283419e+04 -5.885340618165923843e+01 1.692268123104614247e-02
4.695252088996283419e+04 -5.885379237313664191e+01 1.697122118010918265e-02
4.695352088996283419e+04 -5.885419332157127315e+01 1.701386686945949647e-02
4.695452088996283419e+04 -5.885460850751816508e+01 1.705064360908487356e-02
4.695552088996283419e+04 -5.885503741180593806e+01 1.708157972971749775e-02
4.695652088996283419e+04 -5.885547951577074599e+01 1.710670648195511054e-02
4.695752088996283419e+04 -5.885593430148968253e+01 1.712605794208459098e-02
4.695852088996283419e+04 -5.885640125201413042e+01 1.713967092397261985e-02
4.695952088996283419e+04 -5.885687985160122793e+01 1.714758489648483125e-02
4.696052088996283419e+04 -5.885736958594559098e+01 1.714984190595223931e-02
4.696152088996283419e+04 -5.885786994240902459e+01 1.714648650324587797e-02
4.696252088996283419e+04 -5.885838041024970835e+01 1.713756567508261872e-02
4.696352088996283419e+04 -5.885890048085011017e+01 1.712312877920642989e-02
4.696452088996283419e+04 -5.885942964794335097e+01 1.710322748316969732e-02
4.696552088996283419e+04 -5.885996740783825487e+01 1.707791570641227150e-02
4.696652088996283419e+04 -5.886051325964302805e+01 1.704724956542493647e-02
4.696752088996283419e+04 -5.886106670548709729e+01 1.701128732178952552e-02
4.696852088996283419e+04 -5.886162725074144930e+01 1.697008933289654783e-02
4.696952088996283419e+04 -5.886219440423678151e+01 1.692371800521019071e-02
4.697052088996283419e+04 -5.886276767848021763e+01 1.687223774991329292e-02
4.697152088996283419e+04 -5.886334658986949364e+01 1.681571494084862367e-02
4.697252088996283419e+04 -5.886393065890548115e+01 1.675421787463948417e-02
4.697352088996283419e+04 -5.886451941040214564e+01 1.668781673291824461e-02
4.697452088996283419e+04 -5.886511237369436600e+01 1.661658354660354095e-02
4.697552088996283419e+04 -5.886570908284336667e+01 1.654059216218092127e-02
4.697652088996283419e+04 -5.886630907683944969e+01 1.645991820994903432e-02
4.697752088996283419e+04 -5.886691189980213323e+01 1.637463907422224627e-02
4.697852088996283419e+04 -5.886751710117808756e+01 1.628483386549151382e-02
